Var1,op,Var2,Result
11,m,8,88.0
14,d,3,4.666666666666667
1,p,20,21.0
15,p,6,21.0
12,m,16,192.0
13,s,1,12.0
4,m,6,24.0
13,d,18,0.7222222222222222
4,s,10,-6.0
2,m,15,30.0
20,m,5,100.0
20,p,1,21.0
14,s,8,6.0
5,s,18,-13.0
15,s,2,13.0
19,d,13,1.4615384615384615
12,d,13,0.9230769230769231
12,p,0,12.0
17,m,6,102.0
0,s,10,-10.0
0,s,0,0.0
7,m,11,77.0
4,d,3,1.3333333333333333
16,m,18,288.0
5,p,2,7.0
9,d,9,1.0
16,m,19,304.0
13,m,4,52.0
15,s,11,4.0
5,p,12,17.0
7,s,7,0.0
6,s,0,6.0
3,p,11,14.0
12,m,20,240.0
17,p,19,36.0
19,p,1,20.0
20,p,0,20.0
3,d,13,0.23076923076923078
12,m,3,36.0
15,s,4,11.0
20,m,0,0.0
13,m,3,39.0
19,s,19,0.0
13,p,3,16.0
9,p,3,12.0
15,s,6,9.0
8,s,16,-8.0
11,m,13,143.0
5,d,1,5.0
6,m,15,90.0
7,p,0,7.0
2,d,3,0.6666666666666666
4,p,2,6.0
3,s,8,-5.0
14,m,9,126.0
14,p,1,15.0
5,m,1,5.0
11,d,10,1.1
3,p,3,6.0
0,s,4,-4.0
10,d,11,0.9090909090909091
19,p,8,27.0
11,s,10,1.0
3,d,12,0.25
14,d,8,1.75
15,s,13,2.0
3,p,4,7.0
5,d,3,1.6666666666666667
18,d,15,1.2
5,d,19,0.2631578947368421
11,p,19,30.0
4,d,15,0.26666666666666666
3,d,13,0.23076923076923078
1,m,2,2.0
20,p,10,30.0
16,s,18,-2.0
10,p,16,26.0
13,d,7,1.8571428571428572
11,d,20,0.55
4,p,17,21.0
0,s,20,-20.0
16,d,15,1.0666666666666667
5,d,2,2.5
10,m,7,70.0
8,s,1,7.0
17,d,20,0.85
12,p,7,19.0
14,d,14,1.0
2,d,15,0.13333333333333333
10,d,3,3.3333333333333335
20,p,0,20.0
12,p,13,25.0
17,p,17,34.0
2,m,19,38.0
16,s,17,-1.0
20,m,14,280.0
11,s,1,10.0
14,d,10,1.4
11,p,14,25.0
3,p,7,10.0
10,m,11,110.0
17,m,16,272.0
3,s,1,2.0
15,d,4,3.75
3,s,8,-5.0
6,d,3,2.0
6,s,14,-8.0
10,d,3,3.3333333333333335
1,p,20,21.0
14,s,14,0.0
15,p,0,15.0
17,d,13,1.3076923076923077
16,s,5,11.0
4,d,3,1.3333333333333333
19,m,19,361.0
16,d,12,1.3333333333333333
19,m,7,133.0
12,m,10,120.0
14,s,4,10.0
13,m,19,247.0
17,s,10,7.0
6,m,6,36.0
11,s,4,7.0
16,m,17,272.0
3,d,11,0.2727272727272727
18,d,18,1.0
17,d,9,1.8888888888888888
0,p,16,16.0
0,s,12,-12.0
1,s,1,0.0
8,m,5,40.0
8,p,4,12.0
9,p,6,15.0
11,p,14,25.0
19,s,17,2.0
20,d,17,1.1764705882352942
7,m,16,112.0
1,d,12,0.08333333333333333
13,p,10,23.0
0,s,8,-8.0
19,s,14,5.0
20,m,20,400.0
18,s,17,1.0
6,d,9,0.6666666666666666
5,s,2,3.0
5,p,16,21.0
12,d,1,12.0
8,m,17,136.0
4,m,5,20.0
0,d,10,0.0
4,s,1,3.0
10,p,19,29.0
20,m,19,380.0
15,m,18,270.0
2,s,10,-8.0
5,p,16,21.0
16,d,5,3.2
17,d,17,1.0
2,s,11,-9.0
6,m,10,60.0
11,s,9,2.0
19,d,16,1.1875
17,p,20,37.0
3,d,11,0.2727272727272727
7,s,20,-13.0
1,d,10,0.1
3,m,12,36.0
17,p,9,26.0
16,d,11,1.4545454545454546
15,m,1,15.0
20,m,6,120.0
16,p,2,18.0
5,p,17,22.0
20,s,2,18.0
20,d,6,3.3333333333333335
3,d,6,0.5
20,s,2,18.0
0,m,14,0.0
1,p,2,3.0
1,m,5,5.0
17,s,2,15.0
8,d,13,0.6153846153846154
14,d,20,0.7
13,p,10,23.0
12,p,3,15.0
20,p,19,39.0
18,p,1,19.0
11,p,16,27.0
9,p,9,18.0
9,d,14,0.6428571428571429
12,d,0,0.0
5,s,17,-12.0
4,m,12,48.0
20,m,4,80.0
20,p,11,31.0
17,s,17,0.0
3,p,1,4.0
18,d,19,0.9473684210526315
17,p,17,34.0
9,m,6,54.0
6,s,13,-7.0
5,s,5,0.0
19,s,8,11.0
3,p,5,8.0
17,p,14,31.0
9,m,2,18.0
3,d,6,0.5
10,s,11,-1.0
20,p,7,27.0
9,p,19,28.0
6,d,10,0.6
14,m,10,140.0
18,m,4,72.0
10,s,13,-3.0
0,s,10,-10.0
7,d,20,0.35
8,s,11,-3.0
10,d,15,0.6666666666666666
14,m,11,154.0
15,p,17,32.0
5,p,20,25.0
8,s,4,4.0
8,p,20,28.0
2,p,0,2.0
18,d,18,1.0
18,p,6,24.0
17,d,8,2.125
20,m,4,80.0
12,m,7,84.0
4,p,14,18.0
12,p,11,23.0
7,s,19,-12.0
16,d,4,4.0
5,s,5,0.0
15,p,11,26.0
7,s,15,-8.0
2,m,8,16.0
7,s,1,6.0
16,d,11,1.4545454545454546
15,p,14,29.0
1,m,20,20.0
3,m,16,48.0
8,s,18,-10.0
12,d,20,0.6
11,p,18,29.0
16,d,8,2.0
7,d,16,0.4375
11,d,11,1.0
15,p,19,34.0
16,d,4,4.0
5,p,7,12.0
16,m,20,320.0
6,s,4,2.0
5,p,11,16.0
7,m,13,91.0
3,d,15,0.2
15,s,6,9.0
20,p,13,33.0
7,s,1,6.0
18,s,18,0.0
4,p,20,24.0
18,p,4,22.0
5,s,8,-3.0
16,p,12,28.0
9,s,2,7.0
14,d,19,0.7368421052631579
15,s,5,10.0
13,s,19,-6.0
18,m,5,90.0
5,d,10,0.5
19,p,18,37.0
7,d,12,0.5833333333333334
4,p,3,7.0
6,d,16,0.375
4,p,19,23.0
5,p,15,20.0
17,p,16,33.0
2,s,15,-13.0
19,p,17,36.0
20,d,13,1.5384615384615385
11,d,1,11.0
7,d,15,0.4666666666666667
11,p,18,29.0
13,m,4,52.0
15,p,7,22.0
9,d,19,0.47368421052631576
8,p,6,14.0
0,p,18,18.0
16,d,0,0.0
20,m,6,120.0
13,p,11,24.0
4,m,13,52.0
8,d,17,0.47058823529411764
18,m,11,198.0
12,d,6,2.0
17,d,17,1.0
5,d,11,0.45454545454545453
8,m,9,72.0
12,p,4,16.0
7,s,14,-7.0
3,d,6,0.5
10,p,17,27.0
5,p,12,17.0
2,d,4,0.5
19,p,13,32.0
2,s,8,-6.0
11,p,2,13.0
12,m,12,144.0
19,s,1,18.0
20,d,15,1.3333333333333333
0,m,6,0.0
6,s,1,5.0
19,p,5,24.0
11,p,7,18.0
5,m,2,10.0
12,d,11,1.0909090909090908
12,s,18,-6.0
16,p,0,16.0
2,m,17,34.0
17,m,18,306.0
11,s,8,3.0
19,d,6,3.1666666666666665
12,p,18,30.0
8,d,5,1.6
16,p,3,19.0
16,m,9,144.0
3,m,16,48.0
17,m,18,306.0
14,d,12,1.1666666666666667
7,d,10,0.7
14,p,18,32.0
15,m,3,45.0
2,s,12,-10.0
7,d,10,0.7
11,p,16,27.0
8,m,7,56.0
2,m,12,24.0
2,s,17,-15.0
15,m,10,150.0
6,m,18,108.0
5,d,6,0.8333333333333334
6,s,7,-1.0
8,s,6,2.0
6,m,7,42.0
4,p,3,7.0
2,p,15,17.0
17,d,1,17.0
11,m,19,209.0
15,m,18,270.0
15,m,5,75.0
12,s,7,5.0
1,d,16,0.0625
15,p,17,32.0
16,d,11,1.4545454545454546
5,p,14,19.0
16,m,14,224.0
0,s,0,0.0
12,p,18,30.0
10,m,11,110.0
5,m,17,85.0
7,d,8,0.875
19,m,10,190.0
5,d,15,0.3333333333333333
6,m,13,78.0
11,m,12,132.0
14,s,5,9.0
18,p,7,25.0
8,d,7,1.1428571428571428
12,s,6,6.0
4,p,15,19.0
5,d,13,0.38461538461538464
4,m,20,80.0
15,m,9,135.0
17,p,18,35.0
12,s,3,9.0
1,m,6,6.0
15,p,20,35.0
14,m,10,140.0
11,m,11,121.0
11,d,0,0.0
3,s,11,-8.0
18,s,18,0.0
9,m,11,99.0
16,d,15,1.0666666666666667
2,m,12,24.0
14,s,20,-6.0
5,m,20,100.0
13,d,20,0.65
2,s,2,0.0
10,m,7,70.0
10,m,20,200.0
8,d,19,0.42105263157894735
8,m,14,112.0
18,d,16,1.125
13,s,5,8.0
0,s,4,-4.0
8,s,2,6.0
5,p,12,17.0
3,d,2,1.5
17,p,1,18.0
12,p,16,28.0
3,s,8,-5.0
2,d,20,0.1
9,s,7,2.0
9,s,14,-5.0
4,s,16,-12.0
0,m,1,0.0
10,d,15,0.6666666666666666
17,d,8,2.125
4,s,17,-13.0
18,d,19,0.9473684210526315
20,d,20,1.0
16,m,20,320.0
11,s,15,-4.0
2,m,14,28.0
11,m,13,143.0
4,p,9,13.0
0,s,16,-16.0
11,d,9,1.2222222222222223
17,d,0,0.0
15,p,9,24.0
13,s,9,4.0
0,m,17,0.0
6,d,13,0.46153846153846156
12,s,7,5.0
20,d,12,1.6666666666666667
7,p,8,15.0
13,s,20,-7.0
16,m,19,304.0
9,m,20,180.0
13,p,6,19.0
5,m,4,20.0
3,d,20,0.15
19,m,14,266.0
19,s,15,4.0
10,s,0,10.0
1,p,17,18.0
5,m,3,15.0
8,d,4,2.0
0,p,7,7.0
4,d,0,0.0
6,d,10,0.6
9,m,15,135.0
14,m,1,14.0
2,p,4,6.0
8,p,12,20.0
17,s,15,2.0
6,d,8,0.75
0,s,3,-3.0
12,s,14,-2.0
1,d,6,0.16666666666666666
3,s,16,-13.0
15,m,12,180.0
10,p,5,15.0
17,p,16,33.0
8,m,15,120.0
6,p,11,17.0
6,s,3,3.0
20,m,13,260.0
0,m,5,0.0
18,d,3,6.0
7,p,0,7.0
18,s,15,3.0
11,s,2,9.0
5,p,15,20.0
19,p,10,29.0
1,s,11,-10.0
17,s,3,14.0
15,m,7,105.0
17,m,20,340.0
14,p,6,20.0
12,s,11,1.0
8,d,1,8.0
14,m,17,238.0
17,s,15,2.0
18,m,5,90.0
10,m,14,140.0
19,s,17,2.0
2,s,16,-14.0
14,m,9,126.0
17,d,11,1.5454545454545454
0,d,20,0.0
5,m,0,0.0
19,m,7,133.0
2,d,17,0.11764705882352941
6,d,16,0.375
17,m,4,68.0
10,m,13,130.0
3,p,3,6.0
1,s,4,-3.0
1,p,6,7.0
15,p,6,21.0
1,d,18,0.05555555555555555
15,m,16,240.0
1,s,11,-10.0
19,p,2,21.0
6,d,20,0.3
2,p,14,16.0
11,d,17,0.6470588235294118
11,m,1,11.0
16,p,1,17.0
9,s,2,7.0
16,p,3,19.0
7,d,17,0.4117647058823529
6,s,6,0.0
18,s,20,-2.0
17,d,17,1.0
3,m,20,60.0
14,p,13,27.0
5,d,5,1.0
16,s,10,6.0
17,d,19,0.8947368421052632
11,m,10,110.0
11,d,13,0.8461538461538461
10,s,19,-9.0
18,s,17,1.0
12,m,17,204.0
11,d,14,0.7857142857142857
12,p,0,12.0
9,p,19,28.0
16,m,4,64.0
0,s,9,-9.0
6,p,10,16.0
8,s,17,-9.0
3,d,1,3.0
11,s,4,7.0
8,s,11,-3.0
7,m,8,56.0
2,d,18,0.1111111111111111
18,p,6,24.0
10,s,15,-5.0
15,p,18,33.0
19,m,20,380.0
1,d,18,0.05555555555555555
2,m,1,2.0
11,d,13,0.8461538461538461
3,p,7,10.0
20,d,20,1.0
1,p,9,10.0
10,s,17,-7.0
10,s,16,-6.0
4,d,1,4.0
14,p,19,33.0
7,m,13,91.0
12,s,4,8.0
10,d,2,5.0
18,d,1,18.0
8,d,2,4.0
16,s,13,3.0
4,s,15,-11.0
15,s,12,3.0
17,s,19,-2.0
7,m,2,14.0
13,p,10,23.0
3,d,13,0.23076923076923078
11,s,11,0.0
10,p,11,21.0
9,m,5,45.0
19,s,14,5.0
14,s,1,13.0
6,s,11,-5.0
2,p,3,5.0
7,s,19,-12.0
9,m,0,0.0
3,d,9,0.3333333333333333
15,m,0,0.0
6,s,17,-11.0
6,m,17,102.0
17,s,15,2.0
0,p,12,12.0
8,p,5,13.0
9,m,6,54.0
1,p,14,15.0
2,m,12,24.0
11,p,3,14.0
9,d,20,0.45
7,p,12,19.0
10,p,15,25.0
5,d,6,0.8333333333333334
17,p,0,17.0
7,m,16,112.0
10,d,15,0.6666666666666666
5,m,0,0.0
11,m,11,121.0
7,m,16,112.0
1,m,20,20.0
12,m,0,0.0
7,m,4,28.0
12,p,4,16.0
12,s,16,-4.0
13,s,7,6.0
13,m,9,117.0
14,s,17,-3.0
6,s,20,-14.0
18,s,17,1.0
4,s,9,-5.0
13,s,4,9.0
10,p,2,12.0
5,s,10,-5.0
0,d,10,0.0
13,d,9,1.4444444444444444
20,s,8,12.0
6,s,3,3.0
5,m,0,0.0
19,s,18,1.0
19,s,7,12.0
0,p,11,11.0
15,d,4,3.75
20,s,11,9.0
12,d,15,0.8
4,s,5,-1.0
7,d,1,7.0
0,d,8,0.0
7,s,6,1.0
2,d,5,0.4
19,m,15,285.0
14,d,7,2.0
12,d,1,12.0
10,p,12,22.0
16,d,3,5.333333333333333
14,s,1,13.0
16,d,17,0.9411764705882353
1,d,17,0.058823529411764705
16,p,20,36.0
6,d,9,0.6666666666666666
12,m,9,108.0
14,d,5,2.8
9,p,19,28.0
16,d,4,4.0
20,p,14,34.0
16,s,3,13.0
18,s,17,1.0
12,m,13,156.0
14,s,0,14.0
14,s,18,-4.0
14,m,2,28.0
10,s,20,-10.0
3,p,2,5.0
14,m,20,280.0
2,d,16,0.125
16,s,19,-3.0
12,d,17,0.7058823529411765
1,m,5,5.0
18,s,4,14.0
4,p,5,9.0
13,m,9,117.0
14,s,9,5.0
3,s,4,-1.0
0,m,19,0.0
0,d,14,0.0
15,p,17,32.0
19,s,15,4.0
6,d,18,0.3333333333333333
14,d,13,1.0769230769230769
2,p,19,21.0
7,m,17,119.0
19,s,20,-1.0
1,s,5,-4.0
1,m,20,20.0
1,p,4,5.0
18,m,19,342.0
10,p,2,12.0
3,s,13,-10.0
5,s,9,-4.0
14,m,18,252.0
1,m,2,2.0
10,d,11,0.9090909090909091
2,p,13,15.0
9,s,15,-6.0
3,m,8,24.0
16,s,13,3.0
6,p,19,25.0
3,p,18,21.0
15,m,19,285.0
13,m,19,247.0
8,m,16,128.0
4,d,19,0.21052631578947367
16,d,20,0.8
15,s,5,10.0
9,p,6,15.0
3,d,0,0.0
20,s,3,17.0
19,d,13,1.4615384615384615
1,m,10,10.0
17,s,20,-3.0
0,s,20,-20.0
9,p,8,17.0
9,m,9,81.0
0,m,3,0.0
10,p,12,22.0
5,m,6,30.0
10,d,15,0.6666666666666666
1,s,20,-19.0
15,d,4,3.75
17,d,10,1.7
13,m,1,13.0
18,p,10,28.0
6,m,18,108.0
11,s,2,9.0
8,m,0,0.0
12,s,20,-8.0
18,d,19,0.9473684210526315
5,p,19,24.0
9,p,10,19.0
8,p,13,21.0
15,m,7,105.0
14,s,9,5.0
16,s,9,7.0
3,p,11,14.0
6,d,2,3.0
16,d,0,0.0
16,s,4,12.0
10,m,15,150.0
10,p,4,14.0
16,s,4,12.0
1,d,14,0.07142857142857142
16,p,3,19.0
9,p,1,10.0
10,p,14,24.0
3,m,16,48.0
0,m,18,0.0
20,m,6,120.0
6,m,6,36.0
8,m,17,136.0
14,m,3,42.0
4,m,5,20.0
3,p,0,3.0
6,m,17,102.0
17,m,10,170.0
4,s,9,-5.0
5,m,2,10.0
19,d,10,1.9
1,p,4,5.0
15,p,1,16.0
12,p,1,13.0
13,s,12,1.0
19,d,18,1.0555555555555556
19,m,11,209.0
10,p,6,16.0
14,s,18,-4.0
2,p,14,16.0
14,d,9,1.5555555555555556
15,s,7,8.0
4,m,19,76.0
11,s,12,-1.0
10,d,10,1.0
15,p,0,15.0
15,m,3,45.0
15,s,14,1.0
9,s,11,-2.0
16,d,3,5.333333333333333
3,p,10,13.0
9,d,17,0.5294117647058824
12,d,18,0.6666666666666666
7,s,19,-12.0
17,d,5,3.4
12,m,2,24.0
6,d,18,0.3333333333333333
13,m,18,234.0
17,s,7,10.0
2,d,18,0.1111111111111111
3,d,18,0.16666666666666666
10,p,17,27.0
14,m,5,70.0
12,p,2,14.0
19,m,12,228.0
15,p,20,35.0
2,s,6,-4.0
18,p,20,38.0
4,d,4,1.0
17,d,9,1.8888888888888888
19,d,18,1.0555555555555556
6,m,6,36.0
9,m,18,162.0
13,p,11,24.0
18,d,0,0.0
4,p,9,13.0
11,p,17,28.0
0,m,17,0.0
3,p,9,12.0
7,d,13,0.5384615384615384
20,d,10,2.0
12,d,12,1.0
17,s,6,11.0
15,s,4,11.0
17,m,12,204.0
13,m,4,52.0
4,p,4,8.0
2,p,20,22.0
4,d,15,0.26666666666666666
4,s,2,2.0
20,d,13,1.5384615384615385
19,s,13,6.0
14,d,16,0.875
17,d,14,1.2142857142857142
11,s,7,4.0
13,p,19,32.0
18,s,15,3.0
16,d,8,2.0
17,m,18,306.0
1,d,1,1.0
11,d,3,3.6666666666666665
2,m,4,8.0
14,p,16,30.0
16,p,19,35.0
7,p,15,22.0
20,m,17,340.0
19,m,1,19.0
17,d,0,0.0
14,d,16,0.875
18,d,10,1.8
11,m,9,99.0
5,m,1,5.0
18,p,8,26.0
20,s,15,5.0
18,m,1,18.0
19,m,0,0.0
15,s,2,13.0
16,m,2,32.0
8,m,4,32.0
8,p,8,16.0
3,s,19,-16.0
18,d,4,4.5
11,m,5,55.0
7,s,15,-8.0
16,m,1,16.0
2,s,4,-2.0
15,d,13,1.1538461538461537
7,s,14,-7.0
6,m,18,108.0
1,m,20,20.0
3,s,1,2.0
14,d,12,1.1666666666666667
9,s,15,-6.0
12,d,12,1.0
8,d,4,2.0
0,d,9,0.0
12,p,10,22.0
3,m,17,51.0
13,m,19,247.0
10,m,8,80.0
3,d,8,0.375
14,s,7,7.0
16,s,10,6.0
10,p,17,27.0
0,p,2,2.0
13,p,3,16.0
14,s,11,3.0
9,s,8,1.0
1,p,0,1.0
1,s,19,-18.0
19,p,20,39.0
3,s,2,1.0
12,s,20,-8.0
3,m,5,15.0
9,p,14,23.0
20,m,14,280.0
13,m,10,130.0
5,m,2,10.0
1,d,12,0.08333333333333333
10,m,1,10.0
8,d,5,1.6
2,s,15,-13.0
19,s,12,7.0
20,p,15,35.0
4,d,17,0.23529411764705882
6,p,19,25.0
14,p,8,22.0
1,p,2,3.0
18,d,8,2.25
0,s,15,-15.0
20,p,20,40.0
1,m,12,12.0
4,d,10,0.4
18,d,0,0.0
15,d,13,1.1538461538461537
2,s,17,-15.0
0,d,12,0.0
3,m,18,54.0
10,d,9,1.1111111111111112
1,p,20,21.0
11,m,17,187.0
2,m,14,28.0
20,s,6,14.0
17,d,1,17.0
6,d,9,0.6666666666666666
3,m,20,60.0
15,d,2,7.5
6,p,4,10.0
6,s,0,6.0
15,p,12,27.0
17,m,20,340.0
15,d,17,0.8823529411764706
0,m,1,0.0
1,p,10,11.0
12,s,3,9.0
20,d,16,1.25
17,s,4,13.0
2,s,1,1.0
15,p,20,35.0
15,p,19,34.0
7,s,20,-13.0
0,p,5,5.0
9,d,3,3.0
19,p,5,24.0
3,d,3,1.0
19,s,19,0.0
2,d,6,0.3333333333333333
10,m,12,120.0
3,s,18,-15.0
10,p,6,16.0
18,m,5,90.0
2,m,3,6.0
4,s,13,-9.0
11,s,17,-6.0
14,p,7,21.0
4,d,3,1.3333333333333333
5,d,0,0.0
2,p,0,2.0
5,m,2,10.0
13,s,15,-2.0
6,m,4,24.0
16,d,14,1.1428571428571428
7,p,5,12.0
19,d,5,3.8
19,m,2,38.0
11,p,13,24.0
17,s,7,10.0
3,p,16,19.0
19,s,11,8.0
14,s,20,-6.0
8,s,1,7.0
3,d,4,0.75
15,s,5,10.0
1,m,1,1.0
9,d,6,1.5
8,d,10,0.8
1,p,3,4.0
17,s,5,12.0
0,p,15,15.0
2,d,7,0.2857142857142857
18,m,18,324.0
13,m,6,78.0
7,m,3,21.0
7,s,3,4.0
13,d,6,2.1666666666666665
7,d,2,3.5
18,p,15,33.0
13,s,4,9.0
19,s,14,5.0
12,s,11,1.0
14,m,6,84.0
8,m,6,48.0
4,p,1,5.0
8,p,4,12.0
14,d,14,1.0
5,s,10,-5.0
9,s,19,-10.0
20,s,19,1.0
18,s,17,1.0
2,d,13,0.15384615384615385
6,d,18,0.3333333333333333
14,p,8,22.0
13,s,7,6.0
10,s,13,-3.0
18,p,4,22.0
13,p,1,14.0
15,p,16,31.0
13,d,16,0.8125
15,d,3,5.0
15,p,7,22.0
17,d,0,0.0
6,m,4,24.0
9,p,7,16.0
0,m,15,0.0
5,p,14,19.0
14,s,14,0.0
12,m,5,60.0
20,p,14,34.0
20,d,2,10.0
10,p,16,26.0
9,m,13,117.0
19,s,17,2.0
2,m,19,38.0
1,m,16,16.0
1,d,3,0.3333333333333333
11,p,14,25.0
11,s,11,0.0
20,p,17,37.0
17,s,6,11.0
10,p,7,17.0
20,s,15,5.0
7,m,10,70.0
8,d,16,0.5
8,p,1,9.0
11,d,11,1.0
15,p,16,31.0
15,m,17,255.0
14,m,19,266.0
2,d,6,0.3333333333333333
2,d,2,1.0
5,p,9,14.0
3,m,5,15.0
3,d,4,0.75
4,p,6,10.0
9,s,13,-4.0
15,d,11,1.3636363636363635
14,p,20,34.0
9,p,6,15.0
0,m,7,0.0
13,m,18,234.0
20,m,20,400.0
15,d,18,0.8333333333333334
14,s,9,5.0
9,m,5,45.0
7,m,15,105.0
9,s,1,8.0
11,d,9,1.2222222222222223
5,s,19,-14.0
17,s,9,8.0
5,s,4,1.0
7,p,3,10.0
10,s,18,-8.0
14,m,8,112.0
5,p,6,11.0
10,s,11,-1.0
11,s,14,-3.0
17,p,9,26.0
0,d,12,0.0
4,m,14,56.0
4,m,0,0.0
20,d,9,2.2222222222222223
9,s,18,-9.0
18,m,14,252.0
3,p,15,18.0
4,p,17,21.0
9,d,0,0.0
19,d,7,2.7142857142857144
11,m,2,22.0
1,s,19,-18.0
18,s,16,2.0
8,p,6,14.0
2,d,17,0.11764705882352941
2,d,16,0.125
6,m,15,90.0
19,p,19,38.0
11,s,12,-1.0
13,d,11,1.1818181818181819
11,m,0,0.0
11,m,11,121.0
14,p,17,31.0
6,d,14,0.42857142857142855
14,s,9,5.0
13,s,13,0.0
18,p,19,37.0
4,m,6,24.0
15,m,16,240.0
2,d,18,0.1111111111111111
2,d,0,0.0
20,d,8,2.5
5,d,17,0.29411764705882354
18,s,4,14.0
5,m,12,60.0
17,p,15,32.0
9,m,18,162.0
15,d,17,0.8823529411764706
7,p,0,7.0
4,m,8,32.0
20,d,20,1.0
3,m,20,60.0
13,d,5,2.6
20,p,7,27.0
3,d,8,0.375
2,m,19,38.0
18,d,15,1.2
8,d,20,0.4
3,p,11,14.0
8,p,5,13.0
4,d,10,0.4
4,s,11,-7.0
1,m,8,8.0
13,m,20,260.0
1,m,9,9.0
16,p,20,36.0
16,s,6,10.0
3,s,19,-16.0
17,m,10,170.0
9,m,8,72.0
3,m,17,51.0
4,s,0,4.0
16,m,9,144.0
15,m,13,195.0
5,s,3,2.0
4,s,16,-12.0
6,p,17,23.0
13,p,14,27.0
3,p,4,7.0
15,m,11,165.0
11,d,4,2.75
19,m,16,304.0
5,p,9,14.0
3,s,7,-4.0
4,m,7,28.0
4,s,6,-2.0
2,p,13,15.0
2,d,0,0.0
13,s,1,12.0
3,p,1,4.0
15,m,3,45.0
1,m,2,2.0
0,p,3,3.0
19,s,6,13.0
5,p,11,16.0
2,m,4,8.0
18,m,11,198.0
5,s,16,-11.0
16,p,18,34.0
3,p,18,21.0
16,s,6,10.0
9,p,5,14.0
3,d,6,0.5
11,s,18,-7.0
14,s,3,11.0
11,d,12,0.9166666666666666
6,s,16,-10.0
13,m,3,39.0
3,p,14,17.0
16,d,4,4.0
11,p,9,20.0
2,d,10,0.2
3,m,12,36.0
14,m,19,266.0
14,d,7,2.0
9,s,13,-4.0
2,m,15,30.0
5,d,0,0.0
3,d,12,0.25
16,p,2,18.0
4,d,12,0.3333333333333333
18,s,3,15.0
2,s,11,-9.0
10,d,6,1.6666666666666667
3,d,7,0.42857142857142855
15,m,8,120.0
20,m,12,240.0
15,d,19,0.7894736842105263
15,m,16,240.0
4,p,14,18.0
3,d,8,0.375
15,s,7,8.0
0,p,3,3.0
2,p,15,17.0
5,m,12,60.0
4,p,9,13.0
2,d,16,0.125
14,m,6,84.0
15,m,15,225.0
17,p,10,27.0
1,p,13,14.0
12,m,14,168.0
12,d,14,0.8571428571428571
1,s,1,0.0
17,s,9,8.0
15,s,13,2.0
9,d,12,0.75
3,d,18,0.16666666666666666
17,d,17,1.0
15,s,17,-2.0
16,d,1,16.0
8,d,15,0.5333333333333333
19,m,11,209.0
10,p,1,11.0
18,s,1,17.0
11,p,11,22.0
20,d,10,2.0
3,m,13,39.0
11,m,13,143.0
1,s,7,-6.0
7,m,20,140.0
18,p,2,20.0
9,m,3,27.0
5,m,0,0.0
1,d,14,0.07142857142857142
18,d,16,1.125
8,d,0,0.0
18,m,0,0.0
12,d,18,0.6666666666666666
10,p,18,28.0
15,s,3,12.0
10,m,15,150.0
5,m,19,95.0
11,s,13,-2.0
15,p,20,35.0
17,m,6,102.0
8,m,1,8.0
18,s,12,6.0
19,p,2,21.0
18,m,10,180.0
2,d,18,0.1111111111111111
13,m,6,78.0
2,m,20,40.0
16,d,9,1.7777777777777777
17,s,10,7.0
13,m,12,156.0
19,d,16,1.1875
17,p,5,22.0
20,s,16,4.0
18,s,15,3.0
14,d,8,1.75
18,p,20,38.0
16,m,6,96.0
14,s,4,10.0
4,d,9,0.4444444444444444
13,p,10,23.0
20,d,6,3.3333333333333335
8,s,9,-1.0
8,s,19,-11.0
12,p,7,19.0
4,p,6,10.0
7,d,9,0.7777777777777778
15,d,17,0.8823529411764706
13,p,20,33.0
6,m,5,30.0
4,m,0,0.0
8,s,17,-9.0
20,d,1,20.0
0,p,1,1.0
10,m,19,190.0
2,m,13,26.0
2,s,12,-10.0
7,p,3,10.0
16,m,18,288.0
15,s,2,13.0
19,m,3,57.0
10,d,18,0.5555555555555556
7,s,13,-6.0
4,s,3,1.0
6,d,8,0.75
13,p,8,21.0
15,m,17,255.0
3,d,10,0.3
15,m,7,105.0
4,d,11,0.36363636363636365
11,p,9,20.0
20,p,19,39.0
1,m,7,7.0
17,m,12,204.0
20,p,11,31.0
17,d,7,2.4285714285714284
12,d,0,0.0
8,p,9,17.0
7,s,9,-2.0
5,m,14,70.0
20,p,13,33.0
8,d,2,4.0
15,m,13,195.0
13,s,3,10.0
8,p,16,24.0
11,m,13,143.0
14,p,0,14.0
20,s,20,0.0
20,s,14,6.0
0,s,12,-12.0
20,m,9,180.0
18,p,2,20.0
5,s,7,-2.0
19,m,13,247.0
14,s,15,-1.0
8,m,5,40.0
9,p,6,15.0
13,s,11,2.0
12,s,12,0.0
0,s,0,0.0
2,s,14,-12.0
8,p,5,13.0
12,d,19,0.631578947368421
19,s,8,11.0
2,s,11,-9.0
18,p,3,21.0
16,d,13,1.2307692307692308
15,s,3,12.0
6,m,6,36.0
9,d,15,0.6
4,s,13,-9.0
19,m,6,114.0
6,s,13,-7.0
13,p,4,17.0
9,s,8,1.0
19,s,14,5.0
11,d,18,0.6111111111111112
2,d,0,0.0
4,d,10,0.4
6,d,12,0.5
19,p,8,27.0
3,p,17,20.0
1,s,10,-9.0
15,p,11,26.0
0,d,8,0.0
9,m,12,108.0
4,p,17,21.0
18,m,5,90.0
5,d,16,0.3125
10,s,14,-4.0
2,d,10,0.2
4,p,8,12.0
10,s,1,9.0
15,m,8,120.0
13,m,9,117.0
